Sınav Yılı,Sayfa Dosyası,Soru No,Soru Metni,Ana Konu,Soru Tipi
ALES2-12112019,page_27.png,25,"Mark Twain'in, Shakespeare biyografilerini eleştirme sebebi nedir?",Paragrafta Anlam,Paragraf
ALES2-12112019,page_27.png,26,Cıvık mantarlarla ilgili olarak hangi bilgiye değinilmemiştir?,Paragrafta Anlam,Paragraf
ALES2-12112019,page_28.png,27,Sanatsal faaliyetlerin çocuk gelişimi üzerindeki etkileri hakkında verilen paragraftan ulaşılamayacak yargı.,Paragrafta Anlam,Paragraf
ALES2-12112019,page_28.png,28,Cahit Zarifoğlu'nun eseri 'Yaşamak' ile ilgili verilen paragraftan söylenemeyecek yargı.,Paragrafta Anlam,Paragraf
ALES2-12112019,page_29.png,29,Bu parçanın yazarına göre bir filmi çözümlemenin temel amacı aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES2-12112019,page_29.png,30,Bu parçadan hareketle aşağıdakilerden hangisine ulaşılamaz?,Paragrafta Anlam,Paragraf
ALES2-12112019,page_30.png,31,Bu parçada aşağıdakilerden hangisine değinilmemiştir?,Paragrafta Anlam,Paragraf
ALES2-12112019,page_30.png,32,Bu parçaya göre ışık ve ateş gösterileriyle ilgili olarak aşağıdakilerden hangisi söylenebilir?,Paragrafta Anlam,Paragraf
ALES2-12112019,page_31.png,33,"Parçada sözü edilen yetkililere göre, Christie’nin yarış başlangıcını tahmin etmesi aşağıdakilerden hangisiyle ilişkilendirilmiştir?",Paragrafta Anlam,Paragraf
ALES2-12112019,page_31.png,34,Bu parçada aşağıdakilerden hangisine değinilmemiştir?,Paragrafta Anlam,Paragraf
ALES2-12112019,page_31.png,35,Bu parçada “tahmin etme” sorunuyla baş etmek için çözümlerinden hangileri önerilmiştir?,Paragrafta Anlam,Paragraf
ALES2-12112019,page_32.png,36,Bu parçadan ekofeminizm akımıyla ilgili olarak yargılarından hangilerine ulaşılabilir?,Paragrafta Anlam,Paragraf
ALES2-12112019,page_32.png,37,Bu parçadaki altı çizili söze ekofeminizmle ilgili olarak asıl anlatılmak istenen aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES2-12112019,page_32.png,38,Bu parçada söz edilen ekofeminizme göre aşağıdakilerden hangisi kadınları ekolojik konularda erkeklerden farklılaştıran faktörlerden biri değildir?,Paragrafta Anlam,Paragraf
ALES2-12112019,page_33.png,39,Bu parçada altı çizili ifadelerde insan beyninin hangi özelliği vurgulanmamaktadır?,Paragrafta Anlam,Paragraf
ALES2-12112019,page_33.png,40,Bu parçanın VIII numaralı cümlesinde anlatılmak istenen yukarıdakilerden hangileri olamaz?,Paragrafta Anlam,Paragraf
ALES2-12112019,page_33.png,41,Bu parçada numaralanmış cümlelerden hangileri kendinden hemen önceki cümlede verilen yargıyı örneklemektedir?,Paragrafta Anlam,Paragraf
ALES2-12112019,page_33.png,42,Bu parçadan hareketle aşağıdaki yargılardan hangisine ulaşılamaz?,Paragrafta Anlam,Paragraf
ALES2-12112019,page_34.png,43,K kitabında kullanılmış olabilecek yazmalar,Sözel Mantık,Yeni Nesil Mantık
ALES2-12112019,page_34.png,44,D yazmasının kullanılmış olabileceği kitaplar,Sözel Mantık,Yeni Nesil Mantık
ALES2-12112019,page_34.png,45,Kesin olarak yanlış olan ifade,Sözel Mantık,Yeni Nesil Mantık
ALES2-12112019,page_34.png,46,K ve L'de ortak iki yazma olduğu varsayımıyla doğru ifade,Sözel Mantık,Yeni Nesil Mantık
ALES2-12112019,page_35.png,47,"Ali, Cem, Eylem, Figen adlı kişilerden hangileri yarışı ilk üç sırada bitirmiştir?",Sözel Mantık,Yeni Nesil Mantık
ALES2-12112019,page_35.png,48,Aşağıdaki kişilerden hangileri aynı takımın üyesidir?,Sözel Mantık,Yeni Nesil Mantık
ALES2-12112019,page_35.png,49,Aşağıdakilerden hangisi yanlıştır?,Sözel Mantık,Yeni Nesil Mantık
ALES2-12112019,page_35.png,50,Deniz'in yarışı kırmızı takımın bir üyesinden hemen sonra tamamladığı biliniyorsa aşağıdakilerden hangisi doğrudur?,Sözel Mantık,Yeni Nesil Mantık
ALES2_sorular,page_3.png,1,Rasyonel sayı işlemi: (5 + 3/4 + 1/2) / (5 - 3/4 - 1/2),Rasyonel Sayılar,Salt İşlem
ALES2_sorular,page_3.png,2,Üslü sayı işlemi: (2^8 + 4^4 + 8^2) / (2^8 - 8^2),Üslü Sayılar,Salt İşlem
ALES2_sorular,page_3.png,3,Köklü sayı işlemi: (3√48 - 2√75) / (√150 - √96),Köklü Sayılar,Salt İşlem
ALES2_sorular,page_3.png,4,"Ondalıklı ve rasyonel sayı işlemi: 1 / 0,3 * ((4/5 - 0,8) / (3/4))",Rasyonel ve Ondalıklı Sayılar,Salt İşlem
ALES2_sorular,page_4.png,5,7! - 6! + 5! / 6! işleminin sonucu kaçtır?,Faktöriyel,Salt İşlem
ALES2_sorular,page_4.png,6,"ABA + AAB = 73C olduğuna göre, A • B • C çarpımı kaçtır?",Sayı Basamakları,Salt İşlem
ALES2_sorular,page_4.png,7,x-1/2 - x-2/3 + x-3/4 = 4 eşitliğini sağlayan x gerçel sayısı kaçtır?,Rasyonel Denklemler,Salt İşlem
ALES2_sorular,page_4.png,8,2x+1/3 <= 3-2x < 7 eşitsizliğini sağlayan x tam sayılarının toplamı kaçtır?,Eşitsizlikler,Salt İşlem
ALES2_sorular,page_5.png,9,"A, B, C rakamları için AB, AC, BA, BC, CA, CB iki basamaklı doğal sayılarından ikisi tek, dördü çift ise hangi ifade her zaman çifttir?",Sayılar Teorisi (Tek-Çift Sayılar),Problemler
ALES2_sorular,page_5.png,10,"√(27^x / 9^(x-1)) = 18 olduğuna göre, 3^x ifadesinin değeri kaçtır?",Üslü Sayılar ve Köklü Sayılar,Salt İşlem
ALES2_sorular,page_5.png,11,"(B ∪ C) ⊂ A olmak üzere; s(B \ C) = s(B ∩ C) = 6 ve s(A \ C) = s(A \ B) = 10 eşitlikleri veriliyor. Buna göre, s(B ∪ C) kümesinin eleman sayısı kaçtır?",Kümeler,Salt İşlem
ALES2_sorular,page_5.png,12,"|a - 4| = b ve |b - a| = 3 eşitlikleri veriliyor. Buna göre, a'nın alabileceği farklı değerlerin toplamı kaçtır?",Mutlak Değer,Salt İşlem
ALES2_sorular,page_6.png,13,f(x) = x/a + 1/b fonksiyonu için f(0) = -1/2 ve f(1) = 1/2 olduğuna göre a+b toplamı kaçtır?,Fonksiyonlar,Salt İşlem
ALES2_sorular,page_6.png,14,"A ve B birer rakam olmak üzere, dört basamaklı ABBA sayısı 3'e, AABB sayısı 4'e tam bölündüğüne göre A·B çarpımı kaçtır?",Bölünebilme Kuralları,Problemler
ALES2_sorular,page_6.png,15,"Üç basamaklı A5B doğal sayısı, üç basamaklı BA5 doğal sayısından 108 fazlasına eşit olduğuna göre A+B toplamı kaçtır?",Sayı Basamakları,Salt İşlem
ALES2_sorular,page_6.png,16,"Bir odanın duvarları ve tavanı boyanacaktır. Beyaz boya 2 TL/m², mavi boya 3 TL/m². Duvarlar beyaza, tavan maviye boyanırsa 120 TL; duvarlar maviye, tavan beyaza boyanırsa 150 TL. Buna göre, odanın tavanı kaç metrekaredir?",Denklem Kurma Problemleri,Problemler
ALES2_sorular,page_7.png,17,"90 kişilik bir grupta herkes edebiyat, müzik veya resim kulüplerinden sadece birini seçmiştir. 56 kişi edebiyat kulübünü seçmemiş, 67 kişi resim kulübünü seçmemiştir. Kaç kişi müzik kulübünü seçmiştir?",Kümeler,Problemler
ALES2_sorular,page_7.png,18,"Pelin iki günlük spor programında yürüme ve koşma süreleri belirlemiştir. İkinci gün yürüme süresi aynı kalırken, koşma süresi %50 artırılmıştır. İkinci gün yürüme süresi koşma süresine eşit olmuştur. Buna göre, ikinci gün toplam süre, birinci güne göre yüzde kaç artmıştır?",Yüzde Problemleri,Problemler
ALES2_sorular,page_7.png,19,"Aysu, Bensu ve Cansu'nun yaşları için: Aysu'nun yaşı, Bensu ve Cansu'nun yaşları toplamına eşittir. Bensu ile Cansu'nun yaş farkı, Aysu ile Bensu'nun yaş farkının 2 katıdır. Üç kardeşin yaşları toplamı 40 ise, Bensu'nun yaşı kaçtır?",Yaş Problemleri,Problemler
ALES2_sorular,page_8.png,20,"Bir üniversitenin matematik bölümündeki zorunlu ve seçmeli derslerin dağılımı daire grafikleriyle verilmiştir. Geometri alanında açılan zorunlu ders sayısı seçmeli ders sayısına eşitse, seçmeli derslerin dağılımını gösteren grafiği bulunuz.",Grafik Problemleri,Tablo/Grafik Okuma
ALES2_sorular,page_8.png,21,"A, B, C, D, E ve F ülkelerinin milli takımları, komşu ülkelerin aynı grupta olamayacağı şekilde üçerli ikişerli gruplara ayrılmıştır. Verilen önermelerin doğruluğunu değerlendiriniz.",Sözel Mantık,Yeni Nesil Mantık
ALES2_sorular,page_8.png,22,"Ayşe, 5 farklı bilezik ve 2 kolyeden oluşan takılarından üç günlük davet için her gün bir bilezik bir kolye seçecektir. Art arda aynı kolyeyi takmaması ve üç günde 3 farklı bilezik takması koşuluyla kaç farklı seçim yapabileceğini bulunuz.",Permütasyon ve Kombinasyon,Problemler
ALES2_sorular,page_9.png,23,"Her takımda toplam yarışmacı sayısı eşitse, 2. takımdaki kadın yarışmacı sayısı kaçtır?",Sayı Problemleri,Problemler
ALES2_sorular,page_9.png,24,"1. takımdaki erkek yarışmacı sayısı 15 ise, yarışmadaki toplam yarışmacı sayısı kaçtır?",Sayı Problemleri,Problemler
ALES2_sorular,page_9.png,25,"Toplam 125 öğrenci katıldı, A mesleğini 20, D mesleğini 24 öğrenci tercih etti. Buna göre, B mesleğini tercih etmeyen öğrenci sayısı kaçtır?",Tablo/Grafik Yorumlama,Tablo/Grafik Okuma
ALES2_sorular,page_9.png,26,"C mesleğini tercih eden 30, tercih etmeyen 25 kişidir. A mesleğini tercih etmeyen öğrenci sayısı, E mesleğini tercih etmeyen öğrenci sayısından 35 fazla ise, E mesleğini tercih etmeyen öğrenci sayısı kaçtır?",Tablo/Grafik Yorumlama,Tablo/Grafik Okuma
ALES2_sorular,page_10.png,27,Verilen şemadaki dairelere 1'den 5'e kadar rakamları birer kez yerleştirme ve karelere bağlı dairelerin mutlak farkını yazma kuralına göre a + b toplamı kaçtır?,Sayısal Mantık,Yeni Nesil Mantık
ALES2_sorular,page_10.png,28,Verilen şemadaki dairelere 1'den 5'e kadar rakamları birer kez yerleştirme ve karelere bağlı dairelerin mutlak farkını yazma kuralına göre x + y + z toplamı kaçtır?,Sayısal Mantık,Yeni Nesil Mantık
ALES2_sorular,page_11.png,29,"Çay makinesiyle 2 açık, 4 normal ve 1 koyu çay yapıldıktan sonra 350 ml sıcak su kalmıştır. Başlangıçtaki sıcak su miktarı nedir?",Problemler,Problemler
ALES2_sorular,page_11.png,30,"Çay makinesinin sıcak su ve dem hazneleri boşalana kadar çay yapıldığında, doldurulan minimum toplam bardak sayısı nedir?",Problemler,Problemler
ALES2_sorular,page_11.png,31,"4 açık, 6 normal ve belirli sayıda koyu çay yapıldığında sıcak su bitmiş, demden 5 ml kalmıştır. Kaç bardak koyu çay yapılmıştır?",Problemler,Problemler
ALES2_sorular,page_12.png,32,"30 top ile başlayan bir oyunda, Ali her turda 1, Can 3, Deniz 2 top almaktadır. Buse ve Elif'in oyun boyunca toplam kaç top aldığını bulun.",Sözel Mantık,Yeni Nesil Mantık
ALES2_sorular,page_12.png,33,"23 top ile başlayan bir oyunda, Buse ve Can bir önceki oyuncudan 1 fazla, Elif ise bir önceki oyuncudan 2 fazla top alıyorsa, oyunu kim kazanır?",Sözel Mantık,Yeni Nesil Mantık
ALES2_sorular,page_12.png,34,"9 top ile başlayan bir oyunda, kazanan kaç farklı kişi olabilir?",Sözel Mantık,Yeni Nesil Mantık
ALES2_sorular,page_13.png,35,"Bir eşit kollu terazinin sol kefesinde bir kare, bir daire ve bir üçgen; sağ kefesinde üç üçgen ve bir daire bulunmaktadır. Terazi dengede olup daire cismin ağırlığı 5 kilogramdır. Buna göre, bir kare cisim ile bir üçgen cismin ağırlıkları toplamı kaç kilogramdır?",Denge Problemleri,Yeni Nesil Mantık
ALES2_sorular,page_13.png,36,"İki eşit kollu terazi verilmiştir. 1. terazi dengededir (sol: bir kare, bir üçgen; sağ: iki daire). 2. terazi dengede değildir, sol kefe daha ağırdır (sol: bir kare, bir daire; sağ: iki üçgen). Kare (K), daire (D) ve üçgen (Ü) cisimlerinin ağırlıklarına göre doğru sıralama istenmektedir.","Denge Problemleri, Eşitsizlikler",Yeni Nesil Mantık
ALES2_sorular,page_13.png,37,"İki eşit kollu terazi de dengededir. 1. terazi (sol: bir kare, iki üçgen; sağ: iki daire). 2. terazi (sol: bir daire, bir üçgen; sağ: bir kare, bir daire). Bir kare cismin ağırlığı 9 kilogram olduğuna göre, bir üçgen cismin ağırlığı kaç kilogramdır?","Denge Problemleri, Denklem Sistemleri",Yeni Nesil Mantık
ALES2_sorular,page_14.png,38,İlk sayı 17 ise kurala göre altıncı sayıyı bulma,Sayı Dizileri,Yeni Nesil Mantık
ALES2_sorular,page_14.png,39,Yedinci sayı 99 ise kurala göre ikinci sayıyı bulma,Sayı Dizileri,Yeni Nesil Mantık
ALES2_sorular,page_14.png,40,Verilen sayılardan hangilerinin kurala göre 'son sayı' olabileceğini belirleme,Sayı Dizileri,Yeni Nesil Mantık
ALES2_sorular,page_15.png,41,"Aşağıdaki tablonun boyama işlemi tamamlanmıştır. Buna göre, a + b + c + d toplamı kaçtır?",Sayısal Mantık,Yeni Nesil Mantık
ALES2_sorular,page_15.png,42,"Aşağıdaki tablonun boyama işlemi yapılmamıştır. Buna göre, tablonun boyama işlemi tamamlandığında kaç tane hücre maviye boyanmış olur?",Sayısal Mantık,Yeni Nesil Mantık
ALES2_sorular,page_15.png,43,"Aşağıdaki tablonun boyama işlemi tamamlanmıştır. Buna göre, boş hücrelere yazılması gereken sayıların toplamı kaçtır?",Sayısal Mantık,Yeni Nesil Mantık
ALES2_sorular,page_16.png,44,"ABC ikizkenar üçgeninde D ∈ [BC], |AB|=|AC|, m(CAD)=38°, m(ADC)=81° olduğuna göre m(BAD)=x kaç derecedir?",Geometri (Üçgenlerde Açılar),Salt İşlem
ALES2_sorular,page_16.png,45,"ABC eşkenar üçgeninde D ve E noktaları kenarlar üzerinde. |CE|=|EB|, |AD|=|DE|, |AC|=8 birim olduğuna göre DBE üçgeninin alanı kaç birimkaredir?",Geometri (Üçgenlerde Alan),Salt İşlem
ALES2_sorular,page_16.png,46,"ABCD eşkenar dörtgen, AFE eşkenar üçgen. E ve F noktaları ABCD dörtgeninin kenarları üzerindedir. m(DAE)=m(BAF)=30°, |EF|=6 birim olduğuna göre ABCD dörtgeninin çevresi kaç birimdir?",Geometri (Dörtgenler ve Üçgenler),Salt İşlem
ALES2_sorular,page_16.png,47,"ABCD ve EBMN dikdörtgenler. C ∈ [AB] ve C ∈ [BM]. |AE|=6 birim, |EB|=|BC|=8 birim, |CM|=5 birim. A, K, L ve M noktaları doğrusaldır. Buna göre boyalı bölgenin alanı kaç birimkaredir?",Geometri (Dikdörtgenlerde Alan),Salt İşlem
ALES2_sorular,page_17.png,48,"Çemberde açılarla ilgili bir geometri sorusu. AB çaplı çemberde m(CAB) = 30°, m(BEC) = 110° ise m(BOD) = x kaç derecedir?",Geometri (Çemberde Açılar),Salt İşlem
ALES2_sorular,page_17.png,49,"6 rakamdan oluşan bir ekran kilidi şifresinde, ilk rakam hariç her bir adımda önceki rakamdan 1 veya 3 farkı olan ve daha önce seçilmemiş bir rakam seçilmelidir. Örnek bir şifre verilmiştir. Buna göre aşağıdakilerden hangisi verilen koşulları sağlamayan bir çizgi şifresidir?",Sayısal Mantık,Yeni Nesil Mantık
ALES2_sorular,page_18.png,50,"Dört duvarı olan bir odanın iç tasarımına ait yan yana iki duvarı gösteren dört farklı maket verilmiştir. Bu maketlerden üçü aynı odaya ait olduğuna göre, bu odaya ait olmayan maket hangisi olabilir?",Görsel-Uzaysal Akıl Yürütme,Yeni Nesil Mantık
ALES2_sorular,page_19.png,1,"Yıllarca dünyanın en büyük radyo teleskobu olarak birçok keşfe ---- araştırmaların gerçekleştirildiği Arecibo Gözlemevi, bölgede meydana gelen depremler ve şiddetli kasırgalara ---- için çöktü ve bir devir sona erdi.",Cümlede Anlam,Paragraf
ALES2_sorular,page_19.png,2,"Bir filmi veya diziyi izlemek; entelektüel ve duygu içeren bir etkinliği çocuğunla, arkadaşınla veya eşinle birlikte yapmaya ----; kolektif bir eylemken bir şeyler okumak ise ---- gereksinim duyar.",Cümlede Anlam,Paragraf
ALES2_sorular,page_19.png,3,"Hayatın pratik gerçekleriyle espriyi birleştirmekte zorluk çekmeyen hocamız; hem komisyonlara olan inançsızlığını hem de en hızlı ve doğru kararların, farklı fikirlerin çatışmasından değil bireysel kararlılıktan ve dikkatten çıktığını ironiyle vurgulamak için ----, derdi.",Cümlede Anlam,Paragraf
ALES2_sorular,page_19.png,4,"Gündelik hayat, bireysel etkileşimler çerçevesinde işleyen bir yeniden üretim alanıdır. Şaşırtıcı yönü; belirsizlik veren durumlarda bile rutin, istikrarlı ve düzenli bir biçimde seyretmesidir. ----. Bunun nedeni gündelik bilgilerimizi, toplumsal hayata bir düzenlilik duygusu kazandırarak yaratıcı biçimde kullanma zorunluluğumuzdur.",Paragrafta Anlam,Paragraf
ALES2_sorular,page_20.png,5,"Statü kavramının toplumsal algısı, değişimi ve günümüzdeki ifade biçimleriyle ilgili bir paragraftan çıkarım veya boşluk doldurma sorusu.",Paragrafta Anlam,Paragraf
ALES2_sorular,page_20.png,6,"18. yüzyıl Paris'inde terzilerin sadece saray için değil, şehirdeki kişiler ve ziyaretçiler için kişiye özel giysiler tasarlayarak 'haute couture' kültürünü oluşturmasıyla ilgili verilen cümleden çıkarılabilecek kesin yargı.",Paragrafta Anlam,Paragraf
ALES2_sorular,page_20.png,7,"Yapımı 1573'te tamamlanan, yanındaki bostanında tarım yapılan Piyale Paşa Camisi'nin Osmanlı Dönemi'ndeki benzer cami inşa geleneğinin günümüze ulaşan tek örneği olmasıyla ilgili verilen cümleden çıkarılabilecek kesin yargı.",Paragrafta Anlam,Paragraf
ALES2_sorular,page_21.png,8,Güneş ışığı yansıması ve gezegenlerin parlaklığı arasındaki ilişkiyi açıklayan metne göre doğru yargıyı bulma.,Paragrafta Anlam,Paragraf
ALES2_sorular,page_21.png,9,Numaralanmış sözcük gruplarından anlamlı ve kurallı bir cümle oluşturulduğunda baştan üçüncü ifadeyi bulma.,Sözcük Sıralama,Sözel Mantık
ALES2_sorular,page_21.png,10,Numaralanmış sözcük gruplarından anlamlı ve kurallı bir cümle oluşturulduğunda baştan dördüncü ifadeyi bulma.,Sözcük Sıralama,Sözel Mantık
ALES2_sorular,page_21.png,11,Numaralanmış cümlelerden anlamlı bir bütün paragraf oluşturulduğunda baştan üçüncü ifadeyi bulma (estetik ve felsefe konulu).,Cümle Sıralama / Paragraf Oluşturma,Sözel Mantık
ALES2_sorular,page_22.png,13,Anlamlı bir bütün oluşturacak biçimde sıralanması gereken (depresyon ve kişisel gelişim konulu) cümlelerde hangileri yer değiştirmelidir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_22.png,14,Anlamlı bir bütün oluşturacak biçimde sıralanması gereken (kriptobentik resif balıkları konulu) cümlelerde hangileri yer değiştirmelidir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_22.png,15,Anlamlı bir bütün oluşturacak biçimde sıralanması gereken (uzay ve okyanus keşfi konulu) cümlelerde hangileri yer değiştirmelidir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_23.png,16,Verilen parçanın anlam bütünlüğünü bozan cümleyi bulunuz.,Paragrafta Anlam Bütünlüğü,Paragraf
ALES2_sorular,page_23.png,17,Verilen parçanın anlam bütünlüğünü bozan cümleyi bulunuz.,Paragrafta Anlam Bütünlüğü,Paragraf
ALES2_sorular,page_23.png,18,Verilen parçanın anlam bütünlüğünü bozan cümleyi bulunuz.,Paragrafta Anlam Bütünlüğü,Paragraf
ALES2_sorular,page_23.png,19,Bu parçada karakterlerle ilgili anlatılmak istenen aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_24.png,20,Schopenhauer'ın duyusal birikim ve enformasyonun zihinde işlenmesi üzerine görüşleri. Parçada asıl anlatılmak istenen nedir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_24.png,21,"Aldığımız kararlar ve başkalarının dayattığı kararlar arasındaki farkın vurgulandığı cümlede, hangi önemin vurgulandığı soruluyor.",Cümlede Anlam,Paragraf
ALES2_sorular,page_24.png,22,Komedya ve tragedyanın özelliklerinin karşılaştırıldığı bir paragraf. Hangisi komedyayı tragedyadan ayıran bir özellik değildir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_25.png,23,Bu parçadan aşağıdakilerden hangisine ulaşılamaz?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_25.png,24,Bu parçadan aşağıdakilerden hangisine ulaşılamaz?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_26.png,25,"Descartes'ın 'Düşünüyorum, o halde varım' sözü ve şüphenin bilgi edinmedeki rolü üzerine bir metinden ulaşılabilecek yargıyı sorgular.",Paragrafta Anlam,Paragraf
ALES2_sorular,page_26.png,26,"Diyaloğa dayalı filmlerin tiyatral özellikleri, oyuncu yönetimi ve sinemanın görsel özü üzerine bir metinden hangisine karşılık söylenemez (cevabı metinde yoktur) sorusunu sorar.",Paragrafta Anlam,Paragraf
ALES2_sorular,page_26.png,27,"Yazarın ahlaki tutumu, 'öteki' bilinci, mizacı ve inadı üzerine bir metinden yazarla ilgili hangisinin söylenemeyeceğini sorar.",Paragrafta Anlam,Paragraf
ALES2_sorular,page_27.png,28,Bu parçada Molière ile ilgili aşağıdakilerden hangisine değinilmemiştir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_28.png,29,Erich Fromm'un sevgiye bakış açısıyla ilgili ne söylenebilir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_28.png,30,Sevgi ile ilgili aşağıdakilerin hangisine değinilmemiştir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_29.png,31,Bu parçada umutsuzlukla ilgili aşağıdakilerin hangisine ulaşılabilir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_29.png,32,Bu parçada altı çizili ifadeyle umutsuzlarla ilgili anlatılmak istenen aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_30.png,33,Bu parçada gaslighting ile ilgili aşağıdakilerin hangisine değinilmemiştir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_30.png,34,Bu parçadan hareketle aşağıdakilerden hangisi gaslightinge maruz kalan kişilerde görülen durumlardan biri değildir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_30.png,35,Bu parçada altı çizili sözle gaslightingin hangi davranışı vurgulanmıştır?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_31.png,36,Bu parçada Dian Fossey ile ilgili aşağıdakilerin hangisine değinilmemiştir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_31.png,37,Bu parçada söz edilen gorillerle ilgili aşağıdakilerin hangisine ulaşılabilir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_31.png,38,Bu parçada söz edilen gorillerle ilgili aşağıdakilerden hangisi söylenemez?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_32.png,39,Bu parçada IQ testleriyle ilgili eleştirilen durum aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_32.png,40,Bu parçada Kenyalılar'la ilgili aşağıdakilerin hangisine ulaşılabilir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_33.png,41,Aşağıdaki durumlardan hangisi bu parçada anlatılanları desteklemez?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_33.png,42,Bu parçada zekâ ile ilgili aşağıdakilerin hangisine değinilmiştir?,Paragrafta Anlam,Paragraf
ALES2_sorular,page_34.png,43,"Nihal, Oya ve Pınar'dan hangilerinin yaptırdığı işlemler kesin olarak bilinmektedir?",Sözel Mantık,Yeni Nesil Mantık
ALES2_sorular,page_34.png,44,"Meryem, Nihal ve Pınar'dan hangileri saç kestirmiş olabilir?",Sözel Mantık,Yeni Nesil Mantık
ALES2_sorular,page_34.png,45,Aşağıdakilerden hangisi kesin olarak doğrudur?,Sözel Mantık,Yeni Nesil Mantık
ALES2_sorular,page_34.png,46,Toplam üç kişinin aynı iki işlemi yaptırdığı biliniyorsa aşağıdakilerden hangisi doğrudur?,Sözel Mantık,Yeni Nesil Mantık
ALES2_sorular,page_35.png,47,"Ali, Buket, Deniz adlı yolculardan hangileri S durağında inmiş olabilir?",Sözel Mantık,Yeni Nesil Mantık
ALES2_sorular,page_35.png,48,Aşağıdakilerden hangisi kesin olarak yanlıştır?,Sözel Mantık,Yeni Nesil Mantık
ALES2_sorular,page_35.png,49,Tüm yolcuların seyahat ettikleri vagonların ve indikleri durakların tam olarak belirlenebilmesi için aşağıdakilerden hangisinin bilinmesi yeterlidir?,Sözel Mantık,Yeni Nesil Mantık
ALES2_sorular,page_35.png,50,Canan ve Elif'in aynı durakta indiği biliniyorsa aşağıdakilerden hangisi doğrudur?,Sözel Mantık,Yeni Nesil Mantık
ALES2_sorular-2,page_3.png,1,(1 + 1/2) * (2 - 2/3) / ((3 + 3/4) * (4 - 4/5)) işleminin sonucu kaçtır?,Rasyonel Sayılar,Salt İşlem
ALES2_sorular-2,page_3.png,2,(4 + 1/4 - 2) / (2 - 3/2 - 4) işleminin sonucu kaçtır?,Rasyonel Sayılar,Salt İşlem
ALES2_sorular-2,page_3.png,3,√75 / (1/√3 + √12/4) işleminin sonucu kaçtır?,Köklü Sayılar,Salt İşlem
ALES2_sorular-2,page_3.png,4,7! / (3! * 4!) işleminin sonucu kaçtır?,Faktöriyel,Salt İşlem
ALES2_sorular-2,page_4.png,5,Sayı doğrusu üzerinde -5/7 ve 2'ye eşit uzaklıkta olan sayı aşağıdakilerden hangisidir?,Rasyonel Sayılar,Salt İşlem
ALES2_sorular-2,page_4.png,6,"a, b ve c gerçek sayıları için a^b = 6, a^(b+1) = 12, a^(b+c) = 18 eşitlikleri veriliyor. Buna göre, aşağıdaki sıralamalardan hangisi doğrudur?",Üslü Sayılar,Salt İşlem
ALES2_sorular-2,page_4.png,7,"1/(2x) + 2/(3x) - 3/(4x) = 15/16 olduğuna göre, x gerçek sayısı kaçtır?",Cebir,Salt İşlem
ALES2_sorular-2,page_4.png,8,2x - 3 <= 3x - 6 <= x + 4 eşitsizliğini sağlayan x tam sayılarının toplamı kaçtır?,Eşitsizlikler,Salt İşlem
ALES2_sorular-2,page_5.png,9,"a².c³ < 0, b+c > 0, a.b³.c⁵ > 0 eşitsizliklerini sağlayan a, b ve c gerçel sayılarının işaretleri.",Eşitsizlikler,Salt İşlem
ALES2_sorular-2,page_5.png,10,"a < 0 < b olmak üzere, |2a + 5b| = |a + 7b| eşitliği veriliyor. Buna göre, a/b oranı kaçtır?",Mutlak Değer,Salt İşlem
ALES2_sorular-2,page_5.png,11,"▲, ■, ★ sembollerinden biri toplama, biri çarpma diğeri ise bölme işlemini temsil ettiğinde 3★2▲1=3■2■1 ve 8▲4=2■1 eşitlikleri sağlanıyor. Buna göre, (5★3)▲(6■4) ifadesinin değeri kaçtır?",İşlem Yeteneği,Yeni Nesil Mantık
ALES2_sorular-2,page_5.png,12,"f(x - (x-3)/4) = 2x - a fonksiyonu tanımlanıyor. f(3) = 12 olduğuna göre, a kaçtır?",Fonksiyonlar,Salt İşlem
